SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,812 Dale Rd,Glen Burnie,MD,21060,325000,3,1.0,HARUNDALE,988,6200,1947,4,329,,Active,,,https://www.redfin.com/MD/Glen-Burnie/812-Dale-Rd-21060/home/10247704,BRIGHT MLS,MDAA2064370,N,Y,39.1557571,-76.6142203
MLS Listing,,Townhouse,1632 Briarview Ct #50,Severn,MD,21144,325000,3,2.5,ASBURY WOODS,1626,850,2002,1,200,155,Active,,,https://www.redfin.com/MD/Severn/1632-Briarview-Ct-21144/unit-50/home/10476049,BRIGHT MLS,MDAA2065098,N,Y,39.1254408,-76.7041023
MLS Listing,,Vacant Land,4812 Avery Rd,Shady Side,MD,20764,325000,,,REGULARS,,10715,,225,,,Active,,,https://www.redfin.com/MD/Shady-Side/4812-Avery-Rd-20764/home/10460022,BRIGHT MLS,MDAA2049952,N,Y,38.8452,-76.504533
MLS Listing,,Vacant Land,0 Bay Dr,Edgewater,MD,21037,329000,,,TURKEY POINT,,8760,,8,,10,Active,,,https://www.redfin.com/MD/Edgewater/Bay-Dr-21037/home/184595703,BRIGHT MLS,MDAA2064344,N,Y,38.90368696,-76.50294194
MLS Listing,,Single Family Residential,406 Townsend Ave,Brooklyn,MD,21225,329900,5,2.0,BROOKLYN HEIGHTS,828,6250,1942,18,398,,Pre On-Market,,,https://www.redfin.com/MD/Baltimore/406-Townsend-Ave-21225/home/10392112,BRIGHT MLS,MDAA2063826,N,Y,39.2274959,-76.6061822
MLS Listing,,Single Family Residential,1708 Lansing Rd,Glen Burnie,MD,21060,329900,3,1.0,HARUNDALE,988,5900,1947,7,334,3,Active,,,https://www.redfin.com/MD/Glen-Burnie/1708-Lansing-Rd-21060/home/10247874,BRIGHT MLS,MDAA2063652,N,Y,39.1487116,-76.608529
MLS Listing,,Single Family Residential,7967 Catherine Ave,Pasadena,MD,21122,330000,3,2.0,GREEN HAVEN,1618,10000,1965,1,204,,Pre On-Market,,,https://www.redfin.com/MD/Pasadena/7967-Catherine-Ave-21122/home/10241941,BRIGHT MLS,MDAA2065080,N,Y,39.1326868,-76.545188
MLS Listing,,Townhouse,1816 Chatfield #62,Severn,MD,21144,330000,3,2.5,QUAIL RUN,1626,1549,1998,2,203,120,Pre On-Market,,,https://www.redfin.com/MD/Severn/1816-Chatfield-Ter-21144/unit-62/home/21942172,BRIGHT MLS,MDAA2064674,N,Y,39.1281692,-76.7070319
MLS Listing,,Single Family Residential,1015 Sharon Dr,Glen Burnie,MD,21061,335000,3,1.5,FAIRWAY GARDENS,1104,6000,1956,8,303,,Pre On-Market,,,https://www.redfin.com/MD/Glen-Burnie/1015-Sharon-Dr-21061/home/10231084,BRIGHT MLS,MDAA2064544,N,Y,39.1496226,-76.6221596
MLS Listing,,Townhouse,1828 Aberdeen Cir,Crofton,MD,21114,335900,3,2.5,CROFTON SQUARE,1424,,1978,4,236,205,Active,,,https://www.redfin.com/MD/Crofton/1828-Aberdeen-Cir-21114/home/186111685,BRIGHT MLS,MDAA2064886,N,Y,39.0119504,-76.6781437
MLS Listing,,Townhouse,1732 Dryden Way,Crofton,MD,21114,338000,3,1.5,CROFTON GEORGETWN HOUSES,1518,,1966,1,223,72,Pre On-Market,,,https://www.redfin.com/MD/Crofton/1732-Dryden-Way-21114/home/9960491,BRIGHT MLS,MDAA2065118,N,Y,39.0132986,-76.6917778
MLS Listing,,Townhouse,7864 Foxfarm Ln,Glen Burnie,MD,21061,340000,2,2.5,FOX CHASE,1884,2400,1995,1,180,68,Active,,,https://www.redfin.com/MD/Glen-Burnie/7864-Foxfarm-Ln-21061/home/10233521,BRIGHT MLS,MDAA2064986,N,Y,39.1344078,-76.6088001
MLS Listing,,Vacant Land,Holly Dr,Annapolis,MD,21409,340000,,,AMBERLEY,,17000,,90,,6,Active,,,https://www.redfin.com/MD/Unknown/Holly-Dr-21409/home/182401303,BRIGHT MLS,MDAA2058272,N,Y,39.01601,-76.43724
MLS Listing,,Townhouse,1726 Farmington Ct,Crofton,MD,21114,344000,3,2.5,CROFTON PARK,1496,,1970,1,230,140,Pre On-Market,,,https://www.redfin.com/MD/Crofton/1726-Farmington-Ct-21114/home/9978096,BRIGHT MLS,MDAA2065190,N,Y,39.0012022,-76.6973371
MLS Listing,,Townhouse,17 Winslow Ct,Annapolis,MD,21403,349500,3,2.5,PAINTERS HILL,1450,1259,1980,4,241,165,Active,,,https://www.redfin.com/MD/Annapolis/17-Winslow-Ct-21403/home/185910780,BRIGHT MLS,MDAA2063398,N,Y,38.9600274,-76.5052281
MLS Listing,,Single Family Residential,524 Morningside Dr,Glen Burnie,MD,21061,349900,4,2.0,MORNINGSIDE HEIGHTS,1052,7000,1957,7,333,,Active,,,https://www.redfin.com/MD/Glen-Burnie/524-Morningside-Dr-21061/home/10264469,BRIGHT MLS,MDAA2064406,N,Y,39.1464927,-76.6144871
MLS Listing,,Townhouse,2273 Lea Ct,Odenton,MD,21113,349900,3,3.0,FOUR SEASONS ESTATES,1486,4732,1994,22,235,21,Active,,,https://www.redfin.com/MD/Odenton/2273-Lea-Ct-21113/home/10333011,BRIGHT MLS,MDAA2063434,N,Y,39.0650602,-76.6973599
MLS Listing,,Townhouse,8222 Appalachian Dr,Pasadena,MD,21122,349900,3,2.5,ASPEN PARK,1648,2000,1992,32,212,49,Active,,,https://www.redfin.com/MD/Pasadena/8222-Appalachian-Dr-21122/home/10139199,BRIGHT MLS,MDAA2062768,N,Y,39.1321427,-76.5557771
MLS Listing,,Single Family Residential,1003 Glenvilla Dr,Glen Burnie,MD,21061,349900,4,2.0,FAIRWAY GARDENS,1440,7871,1956,3,243,,Active,,,https://www.redfin.com/MD/Glen-Burnie/1003-Glenvilla-Dr-21061/home/10231180,BRIGHT MLS,MDAA2064952,N,Y,39.1509093,-76.6236052
MLS Listing,,Vacant Land,6340 Mckendree Rd,Dunkirk,MD,20754,350000,,,Dunkirk,,142877,,644,,,Active,,,https://www.redfin.com/MD/Dunkirk/6340-McKendree-Rd-20754/home/176715977,BRIGHT MLS,MDAA2000631,N,Y,38.761227,-76.621844
MLS Listing,,Vacant Land,516 Benfield Rd,Severna Park,MD,21146,350000,,,REGULARS,,36155,,182,,,Active,,,https://www.redfin.com/MD/Severna-Park/516-Benfield-Rd-21146/home/10121354,BRIGHT MLS,MDAA2051986,N,Y,39.080813,-76.579173
MLS Listing,,Vacant Land,Mt Airy Rd,Davidsonville,MD,21035,350000,,,REGULARS,,182516,,120,,,Active,,,https://www.redfin.com/MD/Davidsonville/Mt-Airy-Rd-21035/home/40016262,BRIGHT MLS,MDAA2055882,N,Y,38.92904,-76.64673
MLS Listing,,Vacant Land,Lots 228 and 165 Foxhead Manor Rd,Annapolis,MD,21409,350000,,,Annapolis,,132858,,879,,,Active,,,https://www.redfin.com/MD/District-3/Lots-228-and-165-Foxhead-Manor-Rd-21409/home/175162595,BRIGHT MLS,MDAA459832,N,Y,39.02731666,-76.40450459
MLS Listing,,Single Family Residential,38 Brooks Terrace Rd,Glen Burnie,MD,21060,350000,3,3.0,BROOKLYN TERRACE,2149,5000,1967,27,163,,Active,,,https://www.redfin.com/MD/Glen-Burnie/38-Brooks-Terrace-Rd-21060/home/10392013,BRIGHT MLS,MDAA2062804,N,Y,39.2028032,-76.6109666
MLS Listing,,Condo/Co-op,2605 Chapel Lake Dr #408,Gambrills,MD,21054,350000,2,2.0,THE VILLAGE AT WAUGH CHAPEL,1208,,2002,5,290,388,Active,,,https://www.redfin.com/MD/Gambrills/2605-Chapel-Lake-Dr-21054/unit-408/home/10476224,BRIGHT MLS,MDAA2063284,N,Y,39.0363519,-76.6826435
MLS Listing,,Townhouse,7711 Queens Park Rd,Pasadena,MD,21122,350000,4,2.5,QUEENS PARK,1862,5300,1973,4,188,,Active,July-22-2023 11:00 AM,July-22-2023 01:00 PM,https://www.redfin.com/MD/Pasadena/7711-Queens-Park-Rd-21122/home/10275173,BRIGHT MLS,MDAA2064778,N,Y,39.1470314,-76.5344004
MLS Listing,,Vacant Land,6121 Shady Side Rd,Shady Side,MD,20764,350000,,,REGULARS,,41024,,87,,,Active,,,https://www.redfin.com/MD/Shady-Side/6121-Shady-Side-Rd-20764/home/56607502,BRIGHT MLS,MDAA2058528,N,Y,38.8287806,-76.5122634
MLS Listing,,Single Family Residential,1532 Mayfield Rd,Edgewater,MD,21037,350000,4,1.0,WOODLAND BEACH,1186,6000,1981,95,295,,Active,,,https://www.redfin.com/MD/Edgewater/1532-Mayfield-Rd-21037/home/9911297,BRIGHT MLS,MDAA2057958,N,Y,38.9356839,-76.5479774
MLS Listing,,Single Family Residential,506 Wimmer Rd,Glen Burnie,MD,21061,350000,3,1.0,MUNROE GARDENS,934,6000,1956,11,375,,Active,,,https://www.redfin.com/MD/Glen-Burnie/506-Wimmer-Rd-21061/home/10264918,BRIGHT MLS,MDAA2064008,N,Y,39.1565695,-76.6245516
MLS Listing,,Townhouse,128 Rebecca Hammond Ct,Brooklyn,MD,21225,359900,2,2.5,CEDAR HILL,1792,1120,2020,12,201,97,Active,,,https://www.redfin.com/MD/Baltimore/128-Rebecca-Hammond-Ct-21225/home/167630641,BRIGHT MLS,MDAA2064198,N,Y,39.2123386,-76.6099643
MLS Listing,,Single Family Residential,5706 Lowell St,Brooklyn,MD,21225,359900,4,2.5,ROLAND TERRACE,1636,10454,2002,138,220,,Active,,,https://www.redfin.com/MD/Baltimore/5706-Lowell-St-21225/home/10471501,BRIGHT MLS,MDAA2054750,N,Y,39.216809,-76.6022969
MLS Listing,,Single Family Residential,101 Hollywood Dr,Glen Burnie,MD,21060,360000,4,2.0,HAMMARLEE ESTATES,1700,6400,1958,62,212,,Active,,,https://www.redfin.com/MD/Glen-Burnie/101-Hollywood-Dr-21060/home/10412448,BRIGHT MLS,MDAA2059994,N,Y,39.1746807,-76.6038802
MLS Listing,,Single Family Residential,818 Cedar Branch Dr,Glen Burnie,MD,21061,362500,4,1.0,PLEASANTVILLE,1696,6600,1959,47,214,,Active,,,https://www.redfin.com/MD/Glen-Burnie/818-Cedar-Branch-Dr-21061/home/10420972,BRIGHT MLS,MDAA2061624,N,Y,39.1897001,-76.6293353
MLS Listing,,Single Family Residential,313 Gloucester Dr,Glen Burnie,MD,21061,365000,4,2.0,LEHIGH,2064,10123,1956,75,177,,Active,,,https://www.redfin.com/MD/Glen-Burnie/313-Gloucester-Dr-21061/home/10255963,BRIGHT MLS,MDAA2058958,N,Y,39.1474893,-76.6227012
MLS Listing,,Single Family Residential,217 Gloucester Dr,Glen Burnie,MD,21061,368000,4,1.0,LEHIGH,1494,10685,1956,12,246,,Active,,,https://www.redfin.com/MD/Glen-Burnie/217-Gloucester-Dr-21061/home/10256060,BRIGHT MLS,MDAA2064252,N,Y,39.1472245,-76.6252285
MLS Listing,,Townhouse,4127 Apple Leaf Ct,Pasadena,MD,21122,369000,3,3.5,APPLEGATE NORTH,1980,1600,2002,11,186,50,Pre On-Market,,,https://www.redfin.com/MD/Pasadena/4127-Apple-Leaf-Ct-21122/home/10472255,BRIGHT MLS,MDAA2063706,N,Y,39.1290873,-76.5145654
MLS Listing,,Townhouse,732 Chapelgate Dr,Odenton,MD,21113,370000,4,3.0,MAPLE RIDGE,1580,5000,1972,1,234,,Pre On-Market,July-22-2023 11:00 AM,July-22-2023 01:00 PM,https://www.redfin.com/MD/Odenton/732-Chapelgate-Dr-21113/home/10343543,BRIGHT MLS,MDAA2064852,N,Y,39.0647739,-76.7009463
MLS Listing,,Single Family Residential,535 Chalet Dr W,Millersville,MD,21108,372000,3,2.0,VILLAGE OF OLDE MILL,1728,9894,1971,82,215,,Active,,,https://www.redfin.com/MD/Millersville/535-Chalet-Dr-W-21108/home/10307447,BRIGHT MLS,MDAA2058922,N,Y,39.1168102,-76.6240551
MLS Listing,,Single Family Residential,1219 Old Camp Meade Rd,Severn,MD,21144,374900,3,1.0,REGULARS,1088,27878,1925,17,345,,Active,,,https://www.redfin.com/MD/Severn/1219-Old-Camp-Meade-Rd-21144/home/10322523,BRIGHT MLS,MDAA2063866,N,Y,39.1369526,-76.695702
MLS Listing,,Single Family Residential,1166 Patuxent Rd,Odenton,MD,21113,375000,3,2.5,REGULARS,1700,125888,1941,75,221,,Active,,,https://www.redfin.com/MD/Odenton/1166-Patuxent-Rd-21113/home/10317032,BRIGHT MLS,MDAA2059582,N,Y,39.0385739,-76.717236
MLS Listing,,Vacant Land,304 Fairhaven Rd,Tracys Landing,MD,20779,375000,,,FAIR HAVEN ESTATES,,1129075,,451,,,Active,,,https://www.redfin.com/MD/Tracys-Landing/304-Fairhaven-Rd-20779/home/10469230,BRIGHT MLS,MDAA2031236,N,Y,38.759376,-76.567791
MLS Listing,,Single Family Residential,113 Oak Spring Dr,Glen Burnie,MD,21060,375000,4,2.0,SUN VALLEY,1640,6600,1959,30,229,,Active,,,https://www.redfin.com/MD/Glen-Burnie/113-Oak-Spring-Dr-21060/home/10294725,BRIGHT MLS,MDAA2060180,N,Y,39.1390642,-76.5846953
MLS Listing,,Single Family Residential,8470 Bussenius Rd,Pasadena,MD,21122,379900,4,3.0,REGULARS,2288,14374,1957,46,166,,Active,,,https://www.redfin.com/MD/Pasadena/8470-Bussenius-Rd-21122/home/10120122,BRIGHT MLS,MDAA2061354,N,Y,39.111072,-76.494955
MLS Listing,,Single Family Residential,106 Forest St,Glen Burnie,MD,21061,380000,3,2.0,FERNGLEN MANOR,2191,9975,1955,1,173,,Active,,,https://www.redfin.com/MD/Glen-Burnie/106-Forest-St-21061/home/10405784,BRIGHT MLS,MDAA2065032,N,Y,39.1772974,-76.6327855
MLS Listing,,Condo/Co-op,2606 Chapel Lake Dr #211,Gambrills,MD,21054,382400,2,2.0,THE VILLAGE AT WAUGH CHAPEL,1195,,2004,3,320,305,Active,,,https://www.redfin.com/MD/Gambrills/2606-Chapel-Lake-Dr-21054/unit-211/home/10481026,BRIGHT MLS,MDAA2063838,N,Y,39.0372044,-76.6830946
MLS Listing,,Townhouse,610 Stone Wheel Ct E,Millersville,MD,21108,383000,3,2.5,MILLRACE,1942,3220,1985,12,197,50,Pre On-Market,July-22-2023 12:00 PM,July-22-2023 02:00 PM,https://www.redfin.com/MD/Millersville/610-Stone-Wheel-Ct-E-21108/home/10265240,BRIGHT MLS,MDAA2064272,N,Y,39.1133806,-76.6266498
MLS Listing,,Single Family Residential,3725 Nile Rd,Davidsonville,MD,21035,384000,3,2.0,PATUXENT MANOR,1592,15000,1973,1,241,,Active,,,https://www.redfin.com/MD/Davidsonville/3725-Nile-Rd-21035/home/9884171,BRIGHT MLS,MDAA2065114,N,Y,38.9167537,-76.6708919
MLS Listing,,Townhouse,John Daniel Way Unit HEPBURN,Brooklyn Park,MD,21225,384990,3,3.0,CEDAR HILL,1680,1742,2023,188,229,97,Active,,,https://www.redfin.com/MD/Brooklyn-Park/John-Daniel-Way-21225/unit-HEPBURN/home/184772152,BRIGHT MLS,MDAA2051606,N,Y,39.21010262,-76.60605914
For-Sale-by-Owner Listing,,Townhouse,2603 Rigging Dr,Annapolis,MD,21401,385000,2,2.0,Annapolis,1234,2040,1994,42,312,,Active,,,https://www.redfin.com/MD/Annapolis/2603-Rigging-Dr-21401/home/10083462,Fizber.com,11494851,N,Y,38.9777676,-76.5881548
MLS Listing,,Single Family Residential,5653 Shady Side Rd,Churchton,MD,20733,385000,3,2.0,REGULARS,995,43996,1945,9,387,,Active,,,https://www.redfin.com/MD/Churchton/5653-Shady-Side-Rd-20733/home/10458966,BRIGHT MLS,MDAA2064436,N,Y,38.8150251,-76.5335818
MLS Listing,,Single Family Residential,5718 Moore St,Brooklyn,MD,21225,387500,3,2.5,ROLAND TERRACE,1132,7150,1956,40,342,,Active,,,https://www.redfin.com/MD/Brooklyn/5718-Moore-St-21225/home/10424091,BRIGHT MLS,MDAA2061784,N,Y,39.2163675,-76.6085744
MLS Listing,,Townhouse,2535 Vineyard Ln,Crofton,MD,21114,389000,4,3.5,CROFTON VILLAGE,1822,2154,1981,1,214,95,Active,,,https://www.redfin.com/MD/Crofton/2535-Vineyard-Ln-21114/home/9963085,BRIGHT MLS,MDAA2065112,N,Y,39.0292537,-76.6788768
MLS Listing,,Single Family Residential,4913 Lerch Dr,Shady Side,MD,20764,389000,2,2.0,AVALON SHORES,1301,13250,1939,1,299,,Pre On-Market,July-23-2023 11:00 AM,July-23-2023 01:00 PM,https://www.redfin.com/MD/Shady-Side/4913-Lerch-Dr-20764/home/10462278,BRIGHT MLS,MDAA2064888,N,Y,38.8404256,-76.5222907
MLS Listing,,Single Family Residential,525 Old Mill Rd,Millersville,MD,21108,389900,4,2.5,VILLAGE OF OLDE MILL,1920,6600,1971,12,203,,Active,,,https://www.redfin.com/MD/Millersville/525-Old-Mill-Rd-21108/home/10308475,BRIGHT MLS,MDAA2064206,N,Y,39.1175741,-76.6230153
MLS Listing,,Single Family Residential,9 Baltimore Ave,Glen Burnie,MD,21061,390000,4,3.5,FERNDALE FARMS,1360,4000,1999,56,287,,Active,,,https://www.redfin.com/MD/Glen-Burnie/9-Baltimore-Ave-21061/home/10405440,BRIGHT MLS,MDAA2060846,N,Y,39.1847565,-76.6362398
MLS Listing,,Single Family Residential,211 Linda Ave,Linthicum Heights,MD,21090,392116,3,2.0,COLONIAL DRIVE,1770,5750,1954,47,222,,Active,,,https://www.redfin.com/MD/Linthicum-Heights/211-Linda-Ave-21090/home/10397547,BRIGHT MLS,MDAA2061272,N,Y,39.2166264,-76.6522585
MLS Listing,,Townhouse,1705 Glebe Creek Way,Odenton,MD,21113,395000,3,3.0,SEVEN OAKS,1280,1500,1999,39,309,74,Active,,,https://www.redfin.com/MD/Odenton/1705-Glebe-Creek-Way-21113/home/10376261,BRIGHT MLS,MDAA2062184,N,Y,39.1040192,-76.704598
MLS Listing,,Single Family Residential,707 Hyde Park Dr,Glen Burnie,MD,21061,395000,3,3.5,PARKE WEST ADD,1496,6500,1973,1,264,,Pre On-Market,,,https://www.redfin.com/MD/Glen-Burnie/707-Hyde-Park-Dr-21061/home/10352475,BRIGHT MLS,MDAA2065058,N,Y,39.134483,-76.6489196
MLS Listing,,Single Family Residential,705 Marlboro Rd,Glen Burnie,MD,21061,395000,4,1.5,GLEN BURNIE PARK,1344,7806,1958,15,294,,Pre On-Market,July-22-2023 01:00 PM,July-22-2023 03:00 PM,https://www.redfin.com/MD/Glen-Burnie/705-Marlboro-Rd-21061/home/10334485,BRIGHT MLS,MDAA2063212,N,Y,39.1439932,-76.6407072
MLS Listing,,Single Family Residential,8033 Maywood Ave,Pasadena,MD,21122,395000,3,1.5,BELHAVEN BEACH,1392,5910,1974,6,284,,Active,,,https://www.redfin.com/MD/Pasadena/8033-Maywood-Ave-21122/home/10155519,BRIGHT MLS,MDAA2063224,N,Y,39.1292295,-76.4790143
MLS Listing,,Townhouse,1699 Walleye Dr,Crofton,MD,21114,398800,3,1.5,CROFTON PARK,1846,1900,1970,7,216,70,Active,,,https://www.redfin.com/MD/Crofton/1699-Walleye-Dr-21114/home/9978517,BRIGHT MLS,MDAA2064662,N,Y,39.0016355,-76.6982279
MLS Listing,,Condo/Co-op,2900 Shipmaster Way #320,Annapolis,MD,21401,399000,2,2.0,HERITAGE HARBOUR,1048,,1986,1,381,596,Pre On-Market,,,https://www.redfin.com/MD/Annapolis/2900-Shipmaster-Way-21401/unit-320/home/10082402,BRIGHT MLS,MDAA2064618,N,Y,38.9712658,-76.5974931
MLS Listing,,Single Family Residential,890 Gordon Dr,Glen Burnie,MD,21061,399000,3,1.5,WELLINGTON,1508,8950,1969,16,265,,Active,,,https://www.redfin.com/MD/Glen-Burnie/890-Gordon-Dr-21061/home/10429704,BRIGHT MLS,MDAA2063944,N,Y,39.1892588,-76.6272593
MLS Listing,,Single Family Residential,5715 Pindell Rd,Lothian,MD,20711,399900,3,2.0,LOTHIAN,1488,,1961,5,269,,Active,,,https://www.redfin.com/MD/Lothian/5715-Pindell-Rd-20711/home/10468190,BRIGHT MLS,MDAA2064792,N,Y,38.7946691,-76.6865454
MLS Listing,,Townhouse,434 Willow Bend Dr,Glen Burnie,MD,21060,399900,3,2.5,CREEKSIDE VILLAGE AT TANYARD COVE,1932,1350,2015,3,207,99,Active,,,https://www.redfin.com/MD/Glen-Burnie/434-Willow-Bend-Dr-21060/home/64328790,BRIGHT MLS,MDAA2064788,N,Y,39.1710714,-76.5679344
MLS Listing,,Townhouse,7832 Canter Ct,Severn,MD,21144,399900,4,2.5,CARRIAGE PINES/LAKE VILLAGE,2212,1500,1998,1,181,76,Pre On-Market,July-22-2023 01:00 PM,July-22-2023 03:00 PM,https://www.redfin.com/MD/Severn/7832-Canter-Ct-21144/home/10325593,BRIGHT MLS,MDAA2065064,N,Y,39.1276703,-76.7087929
MLS Listing,,Single Family Residential,107 Linden Ln,Glen Burnie,MD,21061,399900,4,2.0,GLEN BURNIE,1088,4950,1953,61,368,,Active,July-22-2023 12:00 PM,July-22-2023 02:00 PM,https://www.redfin.com/MD/Glen-Burnie/107-Linden-Ln-21061/home/10410648,BRIGHT MLS,MDAA2059562,N,Y,39.1682696,-76.6287113
MLS Listing,,Townhouse,209 Langdon Farm Cir,Odenton,MD,21113,399900,3,2.5,SEVEN OAKS,1674,1500,1998,21,239,77,Active,,,https://www.redfin.com/MD/Odenton/209-Langdon-Farm-Cir-21113/home/10376938,BRIGHT MLS,MDAA2063136,N,Y,39.1040048,-76.7166743
MLS Listing,,Townhouse,1709 Walleye Dr,Crofton,MD,21114,399900,3,2.5,CROFTON PARK,1980,,1970,1,202,93,Pre On-Market,,,https://www.redfin.com/MD/Crofton/1709-Walleye-Dr-21114/home/9975708,BRIGHT MLS,MDAA2063526,N,Y,39.0018949,-76.6980475
MLS Listing,,Vacant Land,650 Old Waugh Chapel Rd,Odenton,MD,21113,399900,,,REGULARS,,17424,,13,,,Active,,,https://www.redfin.com/MD/Odenton/650-Old-Waugh-Chapel-Rd-21113/home/10318424,BRIGHT MLS,MDAA2064126,N,Y,39.0732082,-76.7081955
MLS Listing,,Single Family Residential,209 Ridgely Rd,Glen Burnie,MD,21061,399900,5,2.0,GLEN BURNIE PARK,1755,7900,1956,1,228,,Pre On-Market,July-22-2023 12:00 PM,July-22-2023 03:00 PM,https://www.redfin.com/MD/Glen-Burnie/209-Ridgely-Rd-21061/home/10334446,BRIGHT MLS,MDAA2065092,N,Y,39.1435268,-76.6387672
MLS Listing,,Single Family Residential,3736 Beach Drive Blvd,Edgewater,MD,21037,399900,3,2.0,SELBY ON THE BAY,768,5352,1950,28,521,,Active,,,https://www.redfin.com/MD/Edgewater/3736-Beach-Drive-Blvd-21037/home/9890448,BRIGHT MLS,MDAA2063000,N,Y,38.9064292,-76.5141605
MLS Listing,,Single Family Residential,649 Emmet Pl,North Beach,MD,20714,399950,3,1.0,ROSE HAVEN,966,6250,1980,51,414,,Active,,,https://www.redfin.com/MD/North-Beach/649-Emmett-Pl-20714/home/10469948,BRIGHT MLS,MDAA2060532,N,Y,38.7228597,-76.536483
MLS Listing,,Single Family Residential,501 Joy Cir,Glen Burnie,MD,21061,400000,5,2.0,GLEN BURNIE PARK,2116,8222,1961,1,189,,Pre On-Market,July-23-2023 01:00 PM,July-23-2023 03:00 PM,https://www.redfin.com/MD/Glen-Burnie/501-Joy-Cir-21061/home/10333996,BRIGHT MLS,MDAA2059256,N,Y,39.1391791,-76.6422414
MLS Listing,,Townhouse,8605 Jacks Reef Rd,Laurel,MD,20724,400000,3,2.5,RUSSETT,1562,1500,1993,18,256,107,Pre On-Market,,,https://www.redfin.com/MD/Laurel/8605-Jacks-Reef-Rd-20724/home/10368627,BRIGHT MLS,MDAA2063756,N,Y,39.1007101,-76.8087823
MLS Listing,,Townhouse,John Daniel Way Unit CLARENDON,Brooklyn Park,MD,21225,404990,3,3.5,CEDAR HILL,1920,,2023,188,211,97,Active,,,https://www.redfin.com/MD/Brooklyn-Park/John-Daniel-Way-21225/unit-CLARENDON/home/184772215,BRIGHT MLS,MDAA2051610,N,Y,39.20967233,-76.60725799
MLS Listing,,Single Family Residential,9 Cromwell Ave,Glen Burnie,MD,21061,405000,4,2.5,FERNDALE FARMS,1983,5500,1954,5,204,,Pre On-Market,,,https://www.redfin.com/MD/Glen-Burnie/9-Cromwell-Ave-21061/home/10404001,BRIGHT MLS,MDAA2064418,N,Y,39.1846567,-76.6353824
MLS Listing,,Townhouse,3269 Nile Ln,Laurel,MD,20724,409000,2,2.5,RUSSETT,1800,1200,2004,9,227,79,Pre On-Market,,,https://www.redfin.com/MD/Laurel/3269-Nile-Ln-20724/home/10477315,BRIGHT MLS,MDAA2064464,N,Y,39.1119546,-76.7932517
MLS Listing,,Townhouse,8610 Hartwood Pl,Laurel,MD,20724,409000,3,2.5,RUSSETT,1980,1685,1994,6,207,87,Active,,,https://www.redfin.com/MD/Laurel/8610-Hartwood-Pl-20724/home/10367886,BRIGHT MLS,MDAA2063440,N,Y,39.1020447,-76.8148585
MLS Listing,,Single Family Residential,14 New Jersey Ave NW,Glen Burnie,MD,21061,409000,4,2.0,GLEN BURNIE,1296,7500,1953,7,316,,Active,,,https://www.redfin.com/MD/Glen-Burnie/14-New-Jersey-Ave-NW-21061/home/10410692,BRIGHT MLS,MDAA2064636,N,Y,39.1674946,-76.6249053
MLS Listing,,Single Family Residential,1711 Elkridge Dr,Edgewater,MD,21037,409000,3,2.0,WOODLAND BEACH,1120,4000,1980,28,365,,Active,,,https://www.redfin.com/MD/Edgewater/1711-Elkridge-Dr-21037/home/9914768,BRIGHT MLS,MDAA2062524,N,Y,38.9322171,-76.5557997
MLS Listing,,Single Family Residential,319 Stevens Ave,Arnold,MD,21012,409900,3,2.0,BELVEDERE BEACH/HARMONY POINT,1260,11440,1950,30,325,,Active,,,https://www.redfin.com/MD/Arnold/319-Stevens-Ave-21012/home/10157058,BRIGHT MLS,MDAA2062770,N,Y,39.0550593,-76.4980003
MLS Listing,,Townhouse,100 Drydock Way Unit H,Brooklyn Park,MD,21225,409990,3,3.0,CEDAR HILL,1587,,2023,98,258,97,Active,,,https://www.redfin.com/MD/Brooklyn-Park/100-Drydock-Way-21225/unit-H/home/184879799,BRIGHT MLS,MDAA2057670,N,Y,39.2103133,-76.6080268
MLS Listing,,Townhouse,1707 Fieldstone Ct #3,Hanover,MD,21076,410000,3,2.5,STONEY RUN,2100,2178,2017,1,195,270,Pre On-Market,,,https://www.redfin.com/MD/Hanover/1707-Fieldstone-Ct-21076/unit-3/home/143934635,BRIGHT MLS,MDAA2064112,N,Y,39.1509388,-76.7228199
MLS Listing,,Single Family Residential,2034 Citrus Ave,Jessup,MD,20794,410000,2,2.0,CHAMPION FOREST,1335,21000,1950,163,307,,Active,,,https://www.redfin.com/MD/Jessup/2034-Citrus-Ave-20794/home/10325885,BRIGHT MLS,MDAA2051076,N,Y,39.1472384,-76.7619438
MLS Listing,,Single Family Residential,678 Wise Ave,Pasadena,MD,21122,412000,3,2.0,REGULARS,1260,7000,1995,25,327,,Active,July-23-2023 11:00 AM,July-23-2023 02:00 PM,https://www.redfin.com/MD/Pasadena/678-Wise-Ave-21122/home/10130993,BRIGHT MLS,MDAA2063262,N,Y,39.142711,-76.5523226
